"region Geographic indicator"
,Frequency,Percent,Valid Percent
2.0133312526286535,1,0.02,0.02
-0.17395346712345072,1,0.02,0.02
2.3935659146371413,1,0.02,0.02
0.17204981596079902,1,0.02,0.02
-1.0399255433219634,1,0.02,0.02
0.4101209196443585,1,0.02,0.02
-1.2254688646708225,1,0.02,0.02
-0.23347801843826896,1,0.02,0.02
1.5516223415372743,1,0.02,0.02
0.9444504976680113,1,0.02,0.02
1.9291284057196478,1,0.02,0.02
1.433025263607497,1,0.02,0.02
-0.03270502641830771,1,0.02,0.02
0.8781202190673912,1,0.02,0.02
-1.7369077136800275,1,0.02,0.02
0.6686044567356915,1,0.02,0.02
1.4027580871505556,1,0.02,0.02
0.792376941487447,1,0.02,0.02
1.3400216006292105,1,0.02,0.02
0.06499529180196598,1,0.02,0.02
0.07245646631123462,1,0.02,0.02
-0.2950907826275977,1,0.02,0.02
-0.6177874207907907,1,0.02,0.02
-0.4140362354998315,1,0.02,0.02
-0.7573017754066474,1,0.02,0.02
-0.6573168235591178,1,0.02,0.02
1.5507853947413814,1,0.02,0.02
2.905824414899378,1,0.02,0.02
-1.0818259705680513,1,0.02,0.02
0.6252237370310143,1,0.02,0.02
2.4058634424475476,1,0.02,0.02
0.5681552229528918,1,0.02,0.02
0.676291925491789,1,0.02,0.02
1.636399558575811,1,0.02,0.02
-2.0615230411774914,1,0.02,0.02
1.2366335865654845,1,0.02,0.02
-0.6635107114316391,1,0.02,0.02
0.7906948553044622,1,0.02,0.02
1.0015285370146325,1,0.02,0.02
0.2201823713451641,1,0.02,0.02
1.2644876789438968,1,0.02,0.02
0.9115595574982536,1,0.02,0.02
0.3894773150700896,1,0.02,0.02
-0.5296415380236313,1,0.02,0.02
1.533247774076054,1,0.02,0.02
0.059334378045103275,1,0.02,0.02
2.6312071690027414,1,0.02,0.02
-0.9614973247122343,1,0.02,0.02
2.62259601106741,1,0.02,0.02
0.8512580086388417,1,0.02,0.02
-0.7266936228806246,1,0.02,0.02
1.0135858494762762,1,0.02,0.02
0.009698814076960594,1,0.02,0.02
0.796652776918186,1,0.02,0.02
-0.037187980554777296,1,0.02,0.02
0.12299166936376871,1,0.02,0.02
-1.0769466918953352,1,0.02,0.02
0.02188868525763725,1,0.02,0.02
2.443501151729329,1,0.02,0.02
1.14736943641949,1,0.02,0.02
0.9424425719569606,1,0.02,0.02
2.733760052227544,1,0.02,0.02
2.9714175520537864,1,0.02,0.02
2.587237580885462,1,0.02,0.02
2.0708628496998225,1,0.02,0.02
0.28836933623191713,1,0.02,0.02
0.5615145555632564,1,0.02,0.02
1.4545603017899795,1,0.02,0.02
0.9773482011750706,1,0.02,0.02
0.18244654898210566,1,0.02,0.02
3.1115153105457094,1,0.02,0.02
0.29641260024165433,1,0.02,0.02
-0.15533538130901592,1,0.02,0.02
0.5551188346377334,1,0.02,0.02
-0.32311859469569826,1,0.02,0.02
2.670127125652831,1,0.02,0.02
0.07000356056862964,1,0.02,0.02
2.114192424238575,1,0.02,0.02
-0.29026139604873163,1,0.02,0.02
0.8531464383494086,1,0.02,0.02
0.5069236208446802,1,0.02,0.02
-0.9194206248830827,1,0.02,0.02
2.1483872120528322,1,0.02,0.02
1.9431921729882644,1,0.02,0.02
-0.0716034188596929,1,0.02,0.02
-1.7327361287785938,1,0.02,0.02
0.5115965265440725,1,0.02,0.02
-0.8734707346912269,1,0.02,0.02
1.8575003921907318,1,0.02,0.02
0.8417826796990935,1,0.02,0.02
3.509921195087899,1,0.02,0.02
2.669240624753942,1,0.02,0.02
1.5562883699677998,1,0.02,0.02
0.9278714161469483,1,0.02,0.02
0.18106743738151768,1,0.02,0.02
2.595374102813971,1,0.02,0.02
1.191885243222384,1,0.02,0.02
1.1999949029567123,1,0.02,0.02
0.017526509492487675,1,0.02,0.02
1.3329189005280155,1,0.02,0.02
-0.32272082221630866,1,0.02,0.02
0.016998699963445527,1,0.02,0.02
-0.7164362785378985,1,0.02,0.02
0.33349638459107245,1,0.02,0.02
2.120034389948094,1,0.02,0.02
-3.1973834495301037,1,0.02,0.02
-2.405703679210373,1,0.02,0.02
1.0456164932161456,1,0.02,0.02
-0.14479458490323327,1,0.02,0.02
1.067431171184535,1,0.02,0.02
1.4768610355430287,1,0.02,0.02
-0.23835871712069004,1,0.02,0.02
1.0841897825299123,1,0.02,0.02
-1.2589254174399167,1,0.02,0.02
0.8924979143467617,1,0.02,0.02
1.165607165492388,1,0.02,0.02
0.8029948140302926,1,0.02,0.02
1.4694859520066552,1,0.02,0.02
-1.415805564494279,1,0.02,0.02
2.088153977944684,1,0.02,0.02
2.553313149392557,1,0.02,0.02
1.1146234236070935,1,0.02,0.02
-1.3878956424868645,1,0.02,0.02
-0.8915005630669361,1,0.02,0.02
-0.2435771526326363,1,0.02,0.02
1.1303434868295632,1,0.02,0.02
0.9729402162314612,1,0.02,0.02
1.617672713200708,1,0.02,0.02
2.1193106023027743,1,0.02,0.02
0.588721228061895,1,0.02,0.02
-0.1355104926087096,1,0.02,0.02
1.479802918977587,1,0.02,0.02
-0.10272399433669659,1,0.02,0.02
0.10066129157932144,1,0.02,0.02
2.122855613862268,1,0.02,0.02
0.6824906003714165,1,0.02,0.02
1.876174144370416,1,0.02,0.02
1.383992964938058,1,0.02,0.02
0.966573115463523,1,0.02,0.02
-2.131998792418512,1,0.02,0.02
0.4816480688404519,1,0.02,0.02
1.475506439788238,1,0.02,0.02
1.4501490547507183,1,0.02,0.02
0.918827511526125,1,0.02,0.02
0.44715328738206944,1,0.02,0.02
-0.8739211355076457,1,0.02,0.02
Total Valid,4999,99.98,100.0
Missing,1,0.02,
Total,5000,100.0,

"reside Number of people in household"
,Frequency,Percent,Valid Percent
1.0,2001,40.02,40.02
2.0,1466,29.32,29.32
3.0,564,11.28,11.28
4.0,539,10.78,10.78
5.0,291,5.82,5.82
6.0,101,2.02,2.02
7.0,30,0.6,0.6
8.0,6,0.12,0.12
9.0,2,0.04,0.04
Total,5000,100.0,

"pets Number of pets owned"
,Frequency,Percent,Valid Percent
0.0,1545,30.9,30.9
1.0,772,15.44,15.44
2.0,575,11.5,11.5
3.0,379,7.58,7.58
5.0,283,5.66,5.66
4.0,279,5.58,5.58
6.0,257,5.14,5.14
7.0,249,4.98,4.98
8.0,183,3.66,3.66
9.0,166,3.32,3.32
10.0,125,2.5,2.5
11.0,71,1.42,1.42
12.0,53,1.06,1.06
13.0,27,0.54,0.54
14.0,13,0.26,0.26
15.0,10,0.2,0.2
16.0,9,0.18,0.18
19.0,2,0.04,0.04
18.0,1,0.02,0.02
21.0,1,0.02,0.02
Total,5000,100.0,

"pets_cats Number of cats owned"
,Frequency,Percent,Valid Percent
0.0,3432,68.64,68.64
1.0,923,18.46,18.46
2.0,449,8.98,8.98
3.0,158,3.16,3.16
4.0,30,0.6,0.6
5.0,5,0.1,0.1
6.0,3,0.06,0.06
Total,5000,100.0,

"pets_dogs Number of dogs owned"
,Frequency,Percent,Valid Percent
0.0,3764,75.28,75.28
1.0,720,14.4,14.4
2.0,364,7.28,7.28
3.0,114,2.28,2.28
4.0,34,0.68,0.68
5.0,3,0.06,0.06
7.0,1,0.02,0.02
Total,5000,100.0,

"pets_birds Number of birds owned"
,Frequency,Percent,Valid Percent
0.0,4698,93.96,93.96
1.0,145,2.9,2.9
2.0,89,1.78,1.78
3.0,48,0.96,0.96
4.0,18,0.36,0.36
5.0,2,0.04,0.04
Total,5000,100.0,

"pets_reptiles Number of reptiles owned"
,Frequency,Percent,Valid Percent
0.0,4819,96.38,96.38
1.0,110,2.2,2.2
2.0,48,0.96,0.96
3.0,20,0.4,0.4
5.0,1,0.02,0.02
6.0,1,0.02,0.02
4.0,1,0.02,0.02
Total,5000,100.0,

"pets_small Number of small animals owned"
,Frequency,Percent,Valid Percent
0.0,4751,95.02,95.02
2.0,81,1.62,1.62
1.0,78,1.56,1.56
3.0,48,0.96,0.96
4.0,27,0.54,0.54
5.0,10,0.2,0.2
6.0,3,0.06,0.06
7.0,2,0.04,0.04
Total,5000,100.0,

"pets_saltfish Number of saltwater fish owned"
,Frequency,Percent,Valid Percent
0.0,4942,98.84,98.84
2.0,11,0.22,0.22
3.0,11,0.22,0.22
4.0,10,0.2,0.2
6.0,9,0.18,0.18
5.0,8,0.16,0.16
7.0,4,0.08,0.08
1.0,3,0.06,0.06
8.0,2,0.04,0.04
Total,5000,100.0,

"pets_freshfish Number of freshwater fish owned"
,Frequency,Percent,Valid Percent
0.0,3443,68.86,68.86
6.0,261,5.22,5.22
5.0,255,5.1,5.1
7.0,228,4.56,4.56
4.0,228,4.56,4.56
8.0,144,2.88,2.88
3.0,131,2.62,2.62
9.0,108,2.16,2.16
2.0,64,1.28,1.28
10.0,57,1.14,1.14
11.0,33,0.66,0.66
12.0,18,0.36,0.36
1.0,16,0.32,0.32
15.0,5,0.1,0.1
13.0,4,0.08,0.08
14.0,4,0.08,0.08
16.0,1,0.02,0.02
Total,5000,100.0,

"address Years at current address"
,Frequency,Percent,Valid Percent
0.0,243,4.86,4.86
4.0,190,3.8,3.8
2.0,189,3.78,3.78
3.0,179,3.58,3.58
5.0,176,3.52,3.52
1.0,175,3.5,3.5
7.0,172,3.44,3.44
12.0,164,3.28,3.28
8.0,164,3.28,3.28
6.0,162,3.24,3.24
14.0,155,3.1,3.1
10.0,155,3.1,3.1
11.0,144,2.88,2.88
9.0,143,2.86,2.86
15.0,140,2.8,2.8
13.0,139,2.78,2.78
16.0,138,2.76,2.76
18.0,137,2.74,2.74
17.0,134,2.68,2.68
19.0,126,2.52,2.52
21.0,123,2.46,2.46
25.0,107,2.14,2.14
20.0,106,2.12,2.12
22.0,98,1.96,1.96
23.0,98,1.96,1.96
24.0,92,1.84,1.84
28.0,91,1.82,1.82
29.0,84,1.68,1.68
26.0,83,1.66,1.66
31.0,77,1.54,1.54
27.0,76,1.52,1.52
30.0,74,1.48,1.48
32.0,74,1.48,1.48
34.0,52,1.04,1.04
38.0,49,0.98,0.98
35.0,49,0.98,0.98
33.0,46,0.92,0.92
36.0,43,0.86,0.86
37.0,40,0.8,0.8
40.0,38,0.76,0.76
39.0,37,0.74,0.74
41.0,32,0.64,0.64
44.0,28,0.56,0.56
43.0,26,0.52,0.52
42.0,24,0.48,0.48
45.0,22,0.44,0.44
48.0,21,0.42,0.42
47.0,17,0.34,0.34
46.0,16,0.32,0.32
51.0,11,0.22,0.22
49.0,11,0.22,0.22
52.0,8,0.16,0.16
53.0,6,0.12,0.12
50.0,6,0.12,0.12
55.0,5,0.1,0.1
57.0,4,0.08,0.08
54.0,1,0.02,0.02
Total,5000,100.0,

"cars Number of cars owned/leased"
,Frequency,Percent,Valid Percent
2.0,1620,32.4,32.4
1.0,1113,22.26,22.26
3.0,1076,21.52,21.52
0.0,492,9.84,9.84
4.0,485,9.7,9.7
5.0,150,3.0,3.0
6.0,49,0.98,0.98
7.0,14,0.28,0.28
8.0,1,0.02,0.02
Total,5000,100.0,

"commutetime Commute time in minutes"
,Frequency,Percent,Valid Percent
24.0,339,6.78,6.78
23.0,334,6.68,6.68
22.0,331,6.62,6.62
27.0,328,6.56,6.56
25.0,326,6.52,6.52
26.0,317,6.34,6.34
21.0,299,5.98,5.98
28.0,299,5.98,5.98
29.0,252,5.04,5.04
30.0,221,4.42,4.42
20.0,217,4.34,4.34
19.0,205,4.1,4.1
31.0,203,4.06,4.06
18.0,169,3.38,3.38
32.0,164,3.28,3.28
33.0,134,2.68,2.68
17.0,131,2.62,2.62
34.0,123,2.46,2.46
16.0,98,1.96,1.96
15.0,89,1.78,1.78
36.0,72,1.44,1.44
35.0,65,1.3,1.3
38.0,45,0.9,0.9
37.0,39,0.78,0.78
14.0,30,0.6,0.6
13.0,30,0.6,0.6
39.0,29,0.58,0.58
12.0,23,0.46,0.46
40.0,15,0.3,0.3
41.0,15,0.3,0.3
42.0,10,0.2,0.2
43.0,9,0.18,0.18
11.0,9,0.18,0.18
9.0,6,0.12,0.12
46.0,6,0.12,0.12
44.0,4,0.08,0.08
10.0,4,0.08,0.08
45.0,4,0.08,0.08
7.0,1,0.02,0.02
48.0,1,0.02,0.02
8.0,1,0.02,0.02
47.0,1,0.02,0.02
Total Valid,4998,99.96,100.0
Missing,2,0.04,
Total,5000,100.0,

"cardtenure Years held primary credit card"
,Frequency,Percent,Valid Percent
3.0,247,4.94,4.94
2.0,237,4.74,4.74
1.0,224,4.48,4.48
4.0,185,3.7,3.7
5.0,181,3.62,3.62
6.0,178,3.56,3.56
8.0,160,3.2,3.2
7.0,160,3.2,3.2
13.0,157,3.14,3.14
9.0,152,3.04,3.04
11.0,152,3.04,3.04
10.0,138,2.76,2.76
12.0,136,2.72,2.72
15.0,131,2.62,2.62
40.0,125,2.5,2.5
17.0,124,2.48,2.48
14.0,121,2.42,2.42
16.0,118,2.36,2.36
18.0,116,2.32,2.32
39.0,112,2.24,2.24
19.0,109,2.18,2.18
23.0,102,2.04,2.04
38.0,100,2.0,2.0
21.0,98,1.96,1.96
27.0,95,1.9,1.9
35.0,93,1.86,1.86
30.0,91,1.82,1.82
20.0,90,1.8,1.8
24.0,90,1.8,1.8
22.0,90,1.8,1.8
0.0,88,1.76,1.76
26.0,86,1.72,1.72
25.0,85,1.7,1.7
32.0,83,1.66,1.66
28.0,82,1.64,1.64
37.0,82,1.64,1.64
29.0,80,1.6,1.6
33.0,80,1.6,1.6
36.0,76,1.52,1.52
31.0,75,1.5,1.5
34.0,71,1.42,1.42
Total,5000,100.0,

"card2tenure Years held secondary credit card"
,Frequency,Percent,Valid Percent
2.0,309,6.18,6.18
1.0,276,5.52,5.52
3.0,265,5.3,5.3
4.0,245,4.9,4.9
7.0,211,4.22,4.22
6.0,205,4.1,4.1
5.0,201,4.02,4.02
10.0,186,3.72,3.72
30.0,174,3.48,3.48
8.0,173,3.46,3.46
9.0,165,3.3,3.3
12.0,162,3.24,3.24
29.0,155,3.1,3.1
14.0,153,3.06,3.06
17.0,153,3.06,3.06
15.0,150,3.0,3.0
11.0,147,2.94,2.94
19.0,143,2.86,2.86
13.0,141,2.82,2.82
28.0,139,2.78,2.78
16.0,136,2.72,2.72
21.0,126,2.52,2.52
20.0,125,2.5,2.5
26.0,122,2.44,2.44
18.0,118,2.36,2.36
25.0,115,2.3,2.3
23.0,111,2.22,2.22
24.0,110,2.2,2.2
27.0,101,2.02,2.02
22.0,96,1.92,1.92
0.0,87,1.74,1.74
Total,5000,100.0,

"carditems Number of items on primary card last month"
,Frequency,Percent,Valid Percent
10.0,603,12.06,12.06
11.0,598,11.96,11.96
9.0,593,11.86,11.86
12.0,493,9.86,9.86
8.0,491,9.82,9.82
7.0,397,7.94,7.94
13.0,356,7.12,7.12
6.0,298,5.96,5.96
14.0,271,5.42,5.42
15.0,204,4.08,4.08
5.0,183,3.66,3.66
16.0,141,2.82,2.82
4.0,91,1.82,1.82
17.0,69,1.38,1.38
18.0,66,1.32,1.32
3.0,41,0.82,0.82
2.0,25,0.5,0.5
19.0,25,0.5,0.5
1.0,19,0.38,0.38
20.0,19,0.38,0.38
0.0,7,0.14,0.14
21.0,7,0.14,0.14
23.0,2,0.04,0.04
22.0,1,0.02,0.02
Total,5000,100.0,

"cardspent Amount spent on primary card last month"
,Frequency,Percent,Valid Percent
0.0,7,0.14,0.14
186.91,4,0.08,0.08
122.54,3,0.06,0.06
412.99,3,0.06,0.06
245.84,3,0.06,0.06
187.42000000000002,3,0.06,0.06
249.0,3,0.06,0.06
321.19,3,0.06,0.06
184.9,3,0.06,0.06
202.31,3,0.06,0.06
368.0,2,0.04,0.04
205.97,2,0.04,0.04
275.41,2,0.04,0.04
316.6,2,0.04,0.04
130.69,2,0.04,0.04
192.24,2,0.04,0.04
355.21,2,0.04,0.04
251.31,2,0.04,0.04
334.34000000000003,2,0.04,0.04
477.48,2,0.04,0.04
351.94,2,0.04,0.04
209.44,2,0.04,0.04
229.24,2,0.04,0.04
614.94,2,0.04,0.04
91.36,2,0.04,0.04
321.49,2,0.04,0.04
156.48,2,0.04,0.04
138.11,2,0.04,0.04
90.78,2,0.04,0.04
229.38,2,0.04,0.04
358.39,2,0.04,0.04
255.58,2,0.04,0.04
241.08,2,0.04,0.04
199.47,2,0.04,0.04
550.4300000000001,2,0.04,0.04
108.39,2,0.04,0.04
237.16,2,0.04,0.04
231.14000000000001,2,0.04,0.04
261.54,2,0.04,0.04
154.14000000000001,2,0.04,0.04
239.71,2,0.04,0.04
190.88,2,0.04,0.04
172.82,2,0.04,0.04
158.78,2,0.04,0.04
181.08,2,0.04,0.04
567.0,2,0.04,0.04
248.93,2,0.04,0.04
229.32,2,0.04,0.04
237.29,2,0.04,0.04
253.23000000000002,2,0.04,0.04
207.06,2,0.04,0.04
141.36,2,0.04,0.04
215.44,2,0.04,0.04
388.44,2,0.04,0.04
214.41,2,0.04,0.04
148.31,2,0.04,0.04
304.62,2,0.04,0.04
445.40000000000003,2,0.04,0.04
207.58,2,0.04,0.04
112.06,2,0.04,0.04
430.8,2,0.04,0.04
450.86,2,0.04,0.04
391.97,2,0.04,0.04
251.15,2,0.04,0.04
203.77,2,0.04,0.04
228.27,2,0.04,0.04
173.84,2,0.04,0.04
547.7,2,0.04,0.04
297.13,2,0.04,0.04
155.83,2,0.04,0.04
183.37,2,0.04,0.04
267.7,2,0.04,0.04
260.05,2,0.04,0.04
157.83,2,0.04,0.04
149.06,2,0.04,0.04
376.26,2,0.04,0.04
295.35,2,0.04,0.04
322.89,2,0.04,0.04
352.81,2,0.04,0.04
557.3000000000001,2,0.04,0.04
413.37,2,0.04,0.04
189.24,2,0.04,0.04
211.15,2,0.04,0.04
245.24,2,0.04,0.04
261.91,2,0.04,0.04
460.05,2,0.04,0.04
291.81,2,0.04,0.04
242.52,2,0.04,0.04
99.07000000000001,2,0.04,0.04
143.54,2,0.04,0.04
750.3000000000001,2,0.04,0.04
291.92,2,0.04,0.04
135.54,2,0.04,0.04
227.76,2,0.04,0.04
198.42000000000002,2,0.04,0.04
305.86,2,0.04,0.04
98.08,2,0.04,0.04
361.77,2,0.04,0.04
231.28,2,0.04,0.04
310.07,2,0.04,0.04
142.24,2,0.04,0.04
415.25,2,0.04,0.04
488.97,2,0.04,0.04
127.81,2,0.04,0.04
247.05,2,0.04,0.04
225.87,2,0.04,0.04
159.98,2,0.04,0.04
406.75,2,0.04,0.04
226.09,2,0.04,0.04
120.73,2,0.04,0.04
171.99,2,0.04,0.04
155.64000000000001,2,0.04,0.04
342.19,2,0.04,0.04
199.77,2,0.04,0.04
272.44,2,0.04,0.04
363.67,2,0.04,0.04
310.46,2,0.04,0.04
236.04,2,0.04,0.04
600.4,2,0.04,0.04
188.09,2,0.04,0.04
130.63,2,0.04,0.04
198.49,2,0.04,0.04
266.95,2,0.04,0.04
311.29,2,0.04,0.04
219.22,2,0.04,0.04
109.56,2,0.04,0.04
208.22,2,0.04,0.04
405.42,2,0.04,0.04
156.49,2,0.04,0.04
258.75,2,0.04,0.04
189.64000000000001,2,0.04,0.04
43.49,2,0.04,0.04
113.81,2,0.04,0.04
170.12,2,0.04,0.04
212.58,2,0.04,0.04
119.53,2,0.04,0.04
307.74,2,0.04,0.04
151.22,2,0.04,0.04
225.43,2,0.04,0.04
777.1700000000001,2,0.04,0.04
138.13,2,0.04,0.04
229.75,2,0.04,0.04
221.9,2,0.04,0.04
265.42,2,0.04,0.04
251.03,2,0.04,0.04
355.09000000000003,2,0.04,0.04
207.88,2,0.04,0.04
290.94,2,0.04,0.04
131.38,2,0.04,0.04
222.39000000000001,2,0.04,0.04
98.26,2,0.04,0.04
187.91,2,0.04,0.04
526.8,2,0.04,0.04
408.1,2,0.04,0.04
267.37,2,0.04,0.04
224.94,2,0.04,0.04
305.94,2,0.04,0.04
170.51,2,0.04,0.04
248.67000000000002,2,0.04,0.04
156.71,2,0.04,0.04
411.07,2,0.04,0.04
329.06,2,0.04,0.04
308.83,2,0.04,0.04
303.88,2,0.04,0.04
267.75,2,0.04,0.04
225.8,2,0.04,0.04
251.63,2,0.04,0.04
126.4,2,0.04,0.04
324.03000000000003,2,0.04,0.04
464.51,2,0.04,0.04
90.06,2,0.04,0.04
183.64000000000001,2,0.04,0.04
169.15,2,0.04,0.04
218.01,2,0.04,0.04
311.53000000000003,2,0.04,0.04
593.19,2,0.04,0.04
198.22,2,0.04,0.04
110.72,2,0.04,0.04
198.95000000000002,2,0.04,0.04
287.52,2,0.04,0.04
533.25,2,0.04,0.04
337.32,2,0.04,0.04
465.99,2,0.04,0.04
148.99,2,0.04,0.04
259.85,2,0.04,0.04
249.45000000000002,2,0.04,0.04
91.66,2,0.04,0.04
243.6,2,0.04,0.04
313.29,2,0.04,0.04
160.35,2,0.04,0.04
240.38,2,0.04,0.04
234.38,2,0.04,0.04
233.09,2,0.04,0.04
375.23,2,0.04,0.04
151.33,2,0.04,0.04
554.45,2,0.04,0.04
245.26,2,0.04,0.04
302.48,2,0.04,0.04
330.88,2,0.04,0.04
167.73,2,0.04,0.04
232.91,2,0.04,0.04
171.5,2,0.04,0.04
197.28,2,0.04,0.04
277.67,2,0.04,0.04
154.05,2,0.04,0.04
413.79,2,0.04,0.04
507.18,2,0.04,0.04
285.67,2,0.04,0.04
415.04,2,0.04,0.04
77.51,2,0.04,0.04
287.29,2,0.04,0.04
645.42,2,0.04,0.04
432.87,2,0.04,0.04
184.87,2,0.04,0.04
279.97,2,0.04,0.04
618.6,2,0.04,0.04
440.75,2,0.04,0.04
463.48,1,0.02,0.02
453.62,1,0.02,0.02
371.81,1,0.02,0.02
262.19,1,0.02,0.02
257.53000000000003,1,0.02,0.02
263.15,1,0.02,0.02
196.57,1,0.02,0.02
295.77,1,0.02,0.02
304.85,1,0.02,0.02
157.54,1,0.02,0.02
462.78000000000003,1,0.02,0.02
645.15,1,0.02,0.02
219.27,1,0.02,0.02
334.92,1,0.02,0.02
311.46,1,0.02,0.02
802.76,1,0.02,0.02
132.7,1,0.02,0.02
237.98000000000002,1,0.02,0.02
142.44,1,0.02,0.02
202.27,1,0.02,0.02
359.13,1,0.02,0.02
58.19,1,0.02,0.02
1022.87,1,0.02,0.02
135.75,1,0.02,0.02
305.87,1,0.02,0.02
278.65000000000003,1,0.02,0.02
380.43,1,0.02,0.02
279.99,1,0.02,0.02
223.53,1,0.02,0.02
194.07,1,0.02,0.02
182.15,1,0.02,0.02
393.68,1,0.02,0.02
478.40000000000003,1,0.02,0.02
873.09,1,0.02,0.02
151.3,1,0.02,0.02
341.95,1,0.02,0.02
727.74,1,0.02,0.02
227.97,1,0.02,0.02
716.76,1,0.02,0.02
442.21000000000004,1,0.02,0.02
510.15000000000003,1,0.02,0.02
641.1800000000001,1,0.02,0.02
147.03,1,0.02,0.02
292.67,1,0.02,0.02
1112.23,1,0.02,0.02
288.52,1,0.02,0.02
240.63,1,0.02,0.02
622.75,1,0.02,0.02
357.23,1,0.02,0.02
838.13,1,0.02,0.02
364.40000000000003,1,0.02,0.02
269.1,1,0.02,0.02
590.78,1,0.02,0.02
542.14,1,0.02,0.02
299.47,1,0.02,0.02
407.32,1,0.02,0.02
123.11,1,0.02,0.02
433.0,1,0.02,0.02
49.050000000000004,1,0.02,0.02
378.0,1,0.02,0.02
273.25,1,0.02,0.02
471.3,1,0.02,0.02
230.18,1,0.02,0.02
242.84,1,0.02,0.02
250.41,1,0.02,0.02
501.6,1,0.02,0.02
338.78000000000003,1,0.02,0.02
279.18,1,0.02,0.02
653.82,1,0.02,0.02
175.39000000000001,1,0.02,0.02
91.06,1,0.02,0.02
145.53,1,0.02,0.02
405.36,1,0.02,0.02
330.87,1,0.02,0.02
117.99000000000001,1,0.02,0.02
648.3000000000001,1,0.02,0.02
153.58,1,0.02,0.02
376.42,1,0.02,0.02
420.02,1,0.02,0.02
259.88,1,0.02,0.02
292.68,1,0.02,0.02
156.95000000000002,1,0.02,0.02
579.66,1,0.02,0.02
298.88,1,0.02,0.02
275.92,1,0.02,0.02
106.09,1,0.02,0.02
108.5,1,0.02,0.02
270.4,1,0.02,0.02
300.49,1,0.02,0.02
214.52,1,0.02,0.02
204.46,1,0.02,0.02
391.15000000000003,1,0.02,0.02
465.53000000000003,1,0.02,0.02
275.26,1,0.02,0.02
442.09000000000003,1,0.02,0.02
398.19,1,0.02,0.02
497.53000000000003,1,0.02,0.02
147.42000000000002,1,0.02,0.02
773.44,1,0.02,0.02
154.37,1,0.02,0.02
245.70000000000002,1,0.02,0.02
1276.74,1,0.02,0.02
227.79,1,0.02,0.02
540.38,1,0.02,0.02
515.44,1,0.02,0.02
167.18,1,0.02,0.02
208.73000000000002,1,0.02,0.02
73.41,1,0.02,0.02
75.09,1,0.02,0.02
111.51,1,0.02,0.02
386.62,1,0.02,0.02
170.18,1,0.02,0.02
262.85,1,0.02,0.02
451.52,1,0.02,0.02
857.61,1,0.02,0.02
388.17,1,0.02,0.02
365.73,1,0.02,0.02
504.91,1,0.02,0.02
226.48000000000002,1,0.02,0.02
266.86,1,0.02,0.02
389.07,1,0.02,0.02
164.29,1,0.02,0.02
485.26,1,0.02,0.02
225.11,1,0.02,0.02
684.97,1,0.02,0.02
47.160000000000004,1,0.02,0.02
148.64000000000001,1,0.02,0.02
1008.28,1,0.02,0.02
539.03,1,0.02,0.02
268.8,1,0.02,0.02
181.68,1,0.02,0.02
395.94,1,0.02,0.02
195.44,1,0.02,0.02
284.35,1,0.02,0.02
328.93,1,0.02,0.02
206.76,1,0.02,0.02
473.71000000000004,1,0.02,0.02
50.17,1,0.02,0.02
460.18,1,0.02,0.02
414.26,1,0.02,0.02
670.94,1,0.02,0.02
371.0,1,0.02,0.02
618.75,1,0.02,0.02
300.04,1,0.02,0.02
335.71,1,0.02,0.02
207.05,1,0.02,0.02
26.54,1,0.02,0.02
252.09,1,0.02,0.02
245.49,1,0.02,0.02
576.16,1,0.02,0.02
185.05,1,0.02,0.02
494.65000000000003,1,0.02,0.02
449.3,1,0.02,0.02
535.58,1,0.02,0.02
462.53000000000003,1,0.02,0.02
289.84000000000003,1,0.02,0.02
174.24,1,0.02,0.02
173.99,1,0.02,0.02
106.12,1,0.02,0.02
89.65,1,0.02,0.02
316.51,1,0.02,0.02
797.59,1,0.02,0.02
542.41,1,0.02,0.02
546.5,1,0.02,0.02
485.21000000000004,1,0.02,0.02
104.07000000000001,1,0.02,0.02
317.3,1,0.02,0.02
223.23000000000002,1,0.02,0.02
247.58,1,0.02,0.02
265.11,1,0.02,0.02
279.03000000000003,1,0.02,0.02
460.35,1,0.02,0.02
444.7,1,0.02,0.02
348.53000000000003,1,0.02,0.02
734.69,1,0.02,0.02
594.38,1,0.02,0.02
579.3100000000001,1,0.02,0.02
502.26,1,0.02,0.02
241.58,1,0.02,0.02
429.84000000000003,1,0.02,0.02
264.81,1,0.02,0.02
244.96,1,0.02,0.02
261.77,1,0.02,0.02
306.21,1,0.02,0.02
386.45,1,0.02,0.02
149.72,1,0.02,0.02
273.23,1,0.02,0.02
45.01,1,0.02,0.02
332.48,1,0.02,0.02
129.83,1,0.02,0.02
514.49,1,0.02,0.02
438.76,1,0.02,0.02
192.1,1,0.02,0.02
250.31,1,0.02,0.02
293.69,1,0.02,0.02
78.45,1,0.02,0.02
250.1,1,0.02,0.02
380.37,1,0.02,0.02
420.31,1,0.02,0.02
590.09,1,0.02,0.02
207.49,1,0.02,0.02
371.63,1,0.02,0.02
361.27,1,0.02,0.02
61.72,1,0.02,0.02
226.74,1,0.02,0.02
300.35,1,0.02,0.02
210.04,1,0.02,0.02
384.96000000000004,1,0.02,0.02
590.94,1,0.02,0.02
469.16,1,0.02,0.02
264.46,1,0.02,0.02
115.2,1,0.02,0.02
113.48,1,0.02,0.02
165.12,1,0.02,0.02
147.93,1,0.02,0.02
