custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
1414-AAECEB-G5D,1.0,2.0,1.0,41.0,4.0,October,15.0,3.0,5.0,0.0,13.0,4.0,0.0,54.0,3.9889840465642745,3.0,5.1,0.801414,-0.22137761150418148,1.9525860000000002,0.6691546478564536,0.0,4.0,0.0,-1.0,-1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,4.0,1.0,1.0,1.0,28.200000000000003,2.0,0.0,1.0,10.0,5.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,12.0,4.0,4.0,4.0,1.0,0.0,4.0,2.0,12.0,237.28,4.0,90.56,0.0,3.0,27.0,0.0,5.8,1.7578579175523736,137.6,4.924350925499243,1.0,28.25,3.34109345759245,715.85,6.573470647806337,0.0,0.0,,0.0,,1.0,54.5,3.9982007016691985,1380.0,7.22983877815125,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6440-RTNNBD-S7T,5.0,5.0,1.0,39.0,4.0,November,17.0,4.0,2.0,0.0,2.0,2.0,0.0,48.0,3.871201010907891,2.0,10.5,0.38304000000000005,-0.9596158566125286,4.65696,1.5383628747428244,0.0,2.0,1.0,13.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,19.6,1.0,1.0,0.0,8.0,4.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,7.0,3.0,4.0,3.0,1.0,0.0,7.0,3.0,15.0,788.85,5.0,326.66,0.0,2.0,11.0,0.0,5.3,1.667706820558076,42.3,3.744787086052232,1.0,33.5,3.5115454388310208,363.8,5.896604266084022,0.0,0.0,,0.0,,1.0,16.0,2.772588722239781,145.0,4.976733742420574,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2822-CFXSZX-5E6,4.0,4.0,0.0,67.0,6.0,August,9.0,1.0,2.0,0.0,2.0,2.0,0.0,27.0,3.295836866004329,2.0,20.1,0.6295320000000001,-0.4627785927945045,4.797468,1.5680882787367743,0.0,1.0,1.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,30.0,5.0,1.0,1.0,1.0,12.100000000000001,1.0,0.0,1.0,10.0,5.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,24.0,5.0,3.0,2.0,4.0,1.0,20.0,5.0,12.0,275.6,5.0,135.45,0.0,2.0,54.0,0.0,9.2,2.2192034840549946,492.55,6.199595978301688,1.0,25.5,3.2386784521643803,1449.95,7.279284352061455,0.0,0.0,,0.0,,1.0,15.0,2.70805020110221,805.0,6.690842277418564,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0561-UFDIXT-TF7,2.0,3.0,1.0,52.0,5.0,June,11.0,1.0,1.0,0.0,9.0,3.0,0.0,47.0,3.8501476017100584,2.0,0.7000000000000001,0.132587,-2.020516245252219,0.196413,-1.6275356938063001,0.0,2.0,1.0,13.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,5.0,3.0,1.0,1.0,27.0,2.0,1.0,0.0,1.0,1.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,0.0,3.0,4.0,2.0,0.0,16.0,5.0,2.0,2.0,1.0,0.0,15.0,4.0,9.0,129.15,7.0,130.62,1.0,1.0,47.0,0.0,14.6,2.681021528714291,654.85,6.484406201775412,1.0,21.75,3.079613757534693,1055.15,6.961438215898322,0.0,0.0,,0.0,,1.0,8.0,2.0794415416798357,330.0,5.799092654460526,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
6519-AFCJLQ-H0F,4.0,5.0,1.0,35.0,4.0,January,14.0,2.0,3.0,0.0,6.0,3.0,0.0,60.0,4.0943445622221,3.0,0.2,0.023399999999999997,-3.7550192566184815,0.09659999999999999,-2.3371765377636646,0.0,1.0,1.0,13.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,11.0,3.0,2.0,0.0,0.0,23.6,2.0,1.0,0.0,5.0,3.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,14.0,4.0,2.0,1.0,4.0,0.0,17.0,5.0,11.0,349.68,5.0,148.70000000000002,0.0,3.0,40.0,0.0,10.7,2.3702437414678603,417.2,6.0335657231266175,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9569-DANQUD-TAG,2.0,4.0,1.0,33.0,3.0,March,16.0,3.0,2.0,0.0,2.0,2.0,0.0,35.0,3.5553480614894135,2.0,1.7000000000000002,0.24395000000000006,-1.4107919927202905,0.35105000000000003,-1.0468266155188792,0.0,1.0,1.0,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,1.0,0.0,16.3,1.0,0.0,0.0,1.0,1.0,24.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,5.0,2.0,2.0,4.0,4.0,0.0,3.0,2.0,9.0,175.59,2.0,71.17,1.0,3.0,13.0,0.0,4.55,1.5151272329628591,49.15,3.8948768465931756,1.0,24.0,3.1780538303479458,310.05,5.736733574795887,0.0,0.0,,0.0,,1.0,31.0,3.4339872044851463,350.0,5.857933154483459,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1840-PAPXFC-DUM,4.0,3.0,1.0,34.0,3.0,July,16.0,3.0,1.0,0.0,2.0,2.0,0.0,51.0,3.9318256327243257,3.0,3.5000000000000004,1.062075,0.060224541795095204,0.722925,-0.3244497966439955,1.0,4.0,1.0,16.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,3.0,3.0,1.0,1.0,19.900000000000002,1.0,0.0,0.0,1.0,1.0,21.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,4.0,3.0,0.0,16.0,5.0,4.0,3.0,3.0,0.0,16.0,5.0,7.0,126.93,7.0,133.83,1.0,3.0,60.0,0.0,22.35,3.106826321059578,1363.6,7.217883540263748,1.0,25.0,3.2188758248682006,1453.35,7.281626515499123,0.0,0.0,,0.0,,1.0,21.5,3.068052935133617,1220.0,7.106606137727303,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0218-IHFKWL-FJ8,4.0,1.0,0.0,54.0,5.0,May,16.0,3.0,1.0,0.0,11.0,4.0,0.0,30.0,3.4011973816621555,2.0,17.299999999999997,1.4480099999999998,0.3701902000170257,3.7419899999999995,1.319617555480609,0.0,4.0,1.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,36.0,5.0,1.0,1.0,2.0,1.0,29.0,5.0,12.0,242.59,7.0,91.55,1.0,1.0,70.0,0.0,27.25,3.305053521109253,1938.5,7.569669757110984,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,92.0,4.5217885770490405,6235.0,8.737933858114136,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2549-CSINBN-EUH,4.0,4.0,0.0,75.0,6.0,May,11.0,1.0,1.0,0.0,10.0,3.0,0.0,40.0,3.6888794541139363,2.0,11.600000000000001,0.18560000000000001,-1.6841614586300369,4.454400000000001,1.493892371717909,0.0,2.0,1.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,16.0,4.0,1.0,0.0,0.0,20.8,2.0,0.0,0.0,8.0,4.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,38.0,5.0,4.0,2.0,1.0,0.0,26.0,5.0,11.0,269.91,9.0,183.31,1.0,1.0,70.0,0.0,14.85,2.6979998652487085,1115.45,7.017013189918659,1.0,47.5,3.8607297110405954,3254.5,8.087793933012442,0.0,0.0,,0.0,,1.0,24.25,3.188416617383492,1660.0,7.414572881350589,0.0,0.0,,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1857-XUGESY-CPO,2.0,2.0,0.0,71.0,6.0,January,20.0,5.0,1.0,0.0,11.0,4.0,0.0,68.0,4.219507705176107,3.0,3.8,1.436704,0.3623516011888007,1.147296,0.1374078693704432,0.0,5.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,1.0,1.0,1.0,40.800000000000004,3.0,1.0,0.0,4.0,3.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,1.0,0.0,1.0,4.0,3.0,2.0,0.0,14.0,4.0,1.0,4.0,2.0,0.0,11.0,4.0,8.0,334.34000000000003,2.0,69.28,0.0,1.0,36.0,0.0,8.2,2.1041341542702074,264.4,5.577463107977531,0.0,0.0,,0.0,,1.0,37.85,3.6336309798834576,1244.6,7.126569472135118,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
9545-RGEVKT-H47,3.0,2.0,0.0,72.0,6.0,July,8.0,1.0,2.0,0.0,7.0,3.0,0.0,24.0,3.1780538303479458,1.0,4.7,0.40382400000000007,-0.9067761395055695,0.724176,-0.32272082221630866,0.0,3.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,3.0,1.0,1.0,1.0,9.9,1.0,1.0,0.0,5.0,3.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,28.0,5.0,4.0,3.0,2.0,1.0,18.0,5.0,4.0,406.31,4.0,313.66,0.0,3.0,55.0,0.0,13.45,2.598979106047848,669.65,6.506755187833131,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,15.5,2.740840023925201,780.0,6.659293919683638,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1564-KLTUJF-0UW,1.0,1.0,1.0,52.0,5.0,April,7.0,1.0,2.0,1.0,5.0,2.0,0.0,29.0,3.367295829986474,2.0,6.7,0.056347,-2.87622627860036,1.8866530000000001,0.634804359704491,0.0,5.0,1.0,13.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,13.0,3.0,2.0,1.0,1.0,15.200000000000001,1.0,0.0,0.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,18.0,5.0,5.0,4.0,3.0,0.0,14.0,4.0,10.0,151.22,1.0,10.13,1.0,3.0,33.0,0.0,8.2,2.1041341542702074,261.65,5.567007732818217,1.0,24.0,3.1780538303479458,754.05,6.625458678806694,0.0,0.0,,0.0,,1.0,10.0,2.302585092994046,305.0,5.720311776607412,0.0,0.0,,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5999-GKZDYQ-4VL,3.0,2.0,1.0,63.0,5.0,November,20.0,5.0,2.0,0.0,8.0,3.0,0.0,37.0,3.6109179126442243,2.0,15.5,1.5541850000000001,0.44095129247889797,4.180815,1.430506203607855,0.0,4.0,1.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,5.0,1.0,0.0,1.0,17.0,1.0,0.0,1.0,4.0,3.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,27.0,5.0,3.0,1.0,1.0,0.0,18.0,5.0,5.0,50.17,0.0,0.0,1.0,2.0,60.0,1.0,9.45,2.2460147415056513,562.75,6.332835479786842,1.0,41.75,3.7316994512968646,2569.7,7.8515444395581016,0.0,0.0,,0.0,,1.0,27.5,3.3141860046725258,1705.0,7.4413203897176174,0.0,0.0,,0.0,,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,24.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3366-MTYGBQ-8WK,2.0,1.0,1.0,32.0,3.0,September,13.0,2.0,1.0,0.0,7.0,3.0,0.0,50.0,3.912023005428146,3.0,2.8000000000000003,0.3864,-0.9508821766437741,1.0136,0.013508350024792299,0.0,2.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,2.0,2.0,1.0,0.0,27.700000000000003,2.0,0.0,0.0,8.0,4.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,1.0,0.0,1.0,5.0,3.0,3.0,1.0,6.0,3.0,3.0,4.0,1.0,0.0,6.0,3.0,14.0,300.49,5.0,81.72,1.0,1.0,14.0,0.0,4.9,1.589235205116581,57.6,4.053522567701846,0.0,0.0,,0.0,,1.0,28.75,3.3586377672433594,360.6,5.887769310769217,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
3403-LMLXRD-MLM,3.0,5.0,0.0,24.0,2.0,June,19.0,4.0,4.0,0.0,0.0,1.0,0.0,64.0,4.1588830833596715,3.0,5.1,0.616896,-0.4830548268206341,2.6471039999999997,0.9734662122351363,0.0,3.0,0.0,-1.0,-1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,45.0,3.0,1.0,0.0,8.0,4.0,27.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,0.0,5.0,2.0,13.0,720.57,3.0,146.96,1.0,3.0,11.0,0.0,7.15,1.9671123567059163,71.35,4.267597343922845,1.0,18.5,2.917770732084279,183.9,5.214392131610276,1.0,40.55,3.702535780561422,385.3,5.954022251632112,1.0,21.0,3.044522437723423,195.0,5.272999558563747,1.0,52.3,3.9569963710708773,530.3,6.273442884143084,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0501-ITIFZC-58U,2.0,1.0,0.0,74.0,6.0,December,17.0,4.0,2.0,0.0,3.0,2.0,0.0,51.0,3.9318256327243257,3.0,14.6,1.295604,0.2589769956829171,6.150396,1.8165164699893661,0.0,5.0,1.0,14.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,2.0,1.0,1.0,34.9,2.0,0.0,1.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,34.0,5.0,1.0,2.0,4.0,1.0,25.0,5.0,13.0,293.52,4.0,111.09,1.0,2.0,65.0,0.0,19.1,2.9496883350525844,1264.05,7.142076130886472,1.0,41.0,3.713572066704308,2548.6,7.843299467778179,1.0,42.25,3.7436043538031827,2790.3,7.933904395916531,1.0,11.0,2.3978952727983707,690.0,6.536691597591305,1.0,38.5,3.6506582412937387,2414.25,7.789143958847027,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4445-YMTTHK-R7H,1.0,2.0,1.0,19.0,2.0,February,14.0,2.0,1.0,0.0,0.0,1.0,0.0,21.0,3.044522437723423,1.0,6.800000000000001,0.38556000000000007,-0.9530584560663695,1.04244,0.04156411907769244,1.0,1.0,1.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5.0,3.0,22.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,0.0,1.0,1.0,15.0,431.82,3.0,96.03,1.0,3.0,5.0,0.0,5.15,1.6389967146756448,25.15,3.224857896545748,0.0,0.0,,0.0,,1.0,26.3,3.269568939183719,124.05,4.82068471013781,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0647-FSUEKP-XS2,3.0,2.0,1.0,74.0,6.0,April,9.0,1.0,1.0,0.0,22.0,5.0,1.0,27.0,3.295836866004329,2.0,3.2,0.658368,-0.41799123347357225,0.20563200000000004,-1.5816671154887436,0.0,5.0,1.0,8.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,30.0,5.0,4.0,0.0,0.0,14.3,1.0,0.0,0.0,1.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,37.0,5.0,3.0,2.0,4.0,1.0,30.0,5.0,12.0,377.22,5.0,94.82000000000001,1.0,2.0,72.0,0.0,39.05,3.664842876285695,2679.5,7.893385488934905,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,45.0,3.8066624897703196,3305.0,8.103191752285786,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9564-LGEDRT-10Y,1.0,1.0,1.0,72.0,6.0,April,13.0,2.0,2.0,0.0,4.0,2.0,1.0,9.0,2.1972245773362196,1.0,12.2,0.76311,-0.2703530903300061,0.3348899999999999,-1.0939531592873868,1.0,4.0,1.0,15.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,24.0,4.0,5.0,1.0,1.0,5.4,1.0,0.0,0.0,1.0,1.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,3.0,3.0,4.0,1.0,30.0,5.0,2.0,4.0,3.0,0.0,21.0,5.0,5.0,130.34,3.0,62.18,1.0,1.0,67.0,0.0,16.75,2.8183982582710754,1115.4,7.016968363955454,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,10.75,2.3749057545736716,705.0,6.558197802812269,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9038-ZUXFBH-IV4,1.0,1.0,1.0,38.0,4.0,August,10.0,1.0,1.0,0.0,3.0,2.0,0.0,38.0,3.6375861597263857,2.0,9.6,0.558144,-0.5831382853776167,3.089856,1.1281244878820023,1.0,3.0,1.0,11.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,10.0,3.0,2.0,1.0,1.0,21.400000000000002,2.0,0.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,5.0,138.12,6.0,187.07,0.0,1.0,6.0,0.0,2.65,0.9745596399981308,13.9,2.631888840136646,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5634-ILCZWC-WLW,2.0,2.0,1.0,75.0,6.0,August,11.0,1.0,2.0,0.0,7.0,3.0,1.0,14.0,2.6390573296152584,1.0,11.4,0.563388,-0.5737867230212232,1.032612,0.032091514546380616,0.0,5.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,5.0,1.0,0.0,0.0,5.300000000000001,1.0,0.0,1.0,8.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,18.0,5.0,5.0,3.0,3.0,0.0,10.0,3.0,12.0,295.09000000000003,6.0,140.66,1.0,2.0,37.0,0.0,17.75,2.8763855159214247,611.4,6.4157514094567345,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,25.25,3.228826155721369,890.0,6.7912214627261855,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8460-OGDRTP-BQT,3.0,2.0,1.0,62.0,5.0,June,13.0,2.0,1.0,0.0,16.0,5.0,0.0,157.0,5.056245805348308,5.0,12.2,3.73503,1.3177558506810374,15.41897,2.735598569535854,0.0,3.0,0.0,-1.0,-1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,31.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,3.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,37.0,5.0,2.0,2.0,3.0,0.0,29.0,5.0,9.0,181.48,1.0,16.54,1.0,1.0,72.0,0.0,26.7,3.2846635654062037,1875.1,7.536417270315673,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,38.0,3.6375861597263857,2650.0,7.882314918980268,0.0,0.0,,0.0,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
9056-AHASYK-1IF,4.0,3.0,1.0,53.0,5.0,April,14.0,2.0,2.0,0.0,2.0,2.0,0.0,18.0,2.8903717578961645,1.0,15.9,0.220374,-1.5124291759941941,2.641626,0.9713946366549743,0.0,1.0,1.0,14.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,5.0,2.0,0.0,0.0,7.5,1.0,0.0,1.0,1.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,18.0,5.0,2.0,3.0,3.0,0.0,15.0,4.0,6.0,117.28,1.0,20.68,1.0,2.0,49.0,0.0,14.35,2.66374994220563,667.95,6.504213320435821,0.0,0.0,,0.0,,0.0,0.0,,0.0,,1.0,12.5,2.5257286443082556,625.0,6.437751649736401,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
